file,emotion,text,speaker
Ses04M_script02_2_M041,hap,"shh. if we're very quiet, the fish might come.",Ses04M
Ses04M_script03_1_F005,hap,"oh, it sent shivers up my spine.",Ses04F
Ses04M_script03_1_F006,hap,behave exquisitely.,Ses04F
Ses04M_script03_1_F007,hap,certainly. i shall probably do a court curtsey.,Ses04F
Ses04M_script03_1_F008,hap,but what's so horrible is that one can't stay happy.,Ses04F
Ses04M_script03_1_F009,hap,it's true. the whole business is a very poor joke.,Ses04F
Ses04M_script03_1_F012,hap,who's they?,Ses04F
Ses04M_script03_1_F013,neu,"if i laugh at everything, i must laugh at us, too.",Ses04F
Ses04M_script03_1_F014,hap,"how long will it last, this ludicrous and overbearing love of ours?",Ses04F
Ses04M_script03_1_F015,hap,shall we always want to bicker and fight?,Ses04F
Ses04M_script03_1_F017,hap,"what happens if one of us dies? does the one that's left, still laugh?",Ses04F
Ses04M_script03_1_F018,hap,"well that's serious enough, isn't it?",Ses04F
Ses04M_script03_1_F021,hap,"thank you, dear. the same applies to you, except that if i catch you so much as looking at another woman, i will kill you.",Ses04F
Ses04M_script03_1_F022,hap,which particular one?,Ses04F
Ses04M_script03_1_F023,hap,"oh, charles; that was his name, charles. oh, he did wriggle so beautifully.",Ses04F
Ses04M_script03_1_F024,hap,i know you did. you threw it out of the window into the grand canal. i don't think i'll ever forgive you for that.,Ses04F
Ses04M_script03_1_F025,hap,it went on intermittently for days.,Ses04F
Ses04M_script03_1_F026,hap,"it burnt my comb, too, and all the towels in the bathroom.",Ses04F
Ses04M_script03_1_F027,hap,that was the first time you ever hit me.,Ses04F
Ses04M_script03_1_F028,hap,"the manager came in and found is rolling about on the floor, biting and scratching like panthers. oh, dear.",Ses04F
Ses04M_script03_1_F029,hap,"how ridiculous. how utterly, utterly ridiculous.",Ses04F
Ses04M_script03_1_F030,hap,and very much sillier.,Ses04F
Ses04M_script03_1_M003,neu,"we'll be alright, darling. whatever happens, aren't we?",Ses04M
Ses04M_script03_1_M004,hap,"i don't care, then.",Ses04M
Ses04M_script03_1_M006,hap,what shall we do if they suddenly walk in on us?,Ses04M
Ses04M_script03_1_M007,hap,with the mo- with the most perfect poise?,Ses04M
Ses04M_script03_1_M010,neu,"meaning that sacred and beautiful thing, love?",Ses04M
Ses04M_script03_1_M012,neu,"you mustn't be serious, my dear. that's just what they want.",Ses04M
Ses04M_script03_1_M013,ang,all the futile moralists who try to make life unbearable. laugh at them. be flippant. laugh at everything. all their sacred shibboleths. flippancy brings out the acid- acid in their damn sweetness and light.,Ses04M
Ses04M_script03_1_M016,sad,no. that fire will fade along with our passion.,Ses04M
Ses04M_script03_1_M021,hap,"let's savor the delight of the moment. come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",Ses04M
Ses04M_script03_1_M025,ang,horrible thing. i hated it.,Ses04M
Ses04M_script03_1_M028,neu,line?,Ses04M
Ses04M_script03_1_M029,hap,how -- that was a rouser wasn't it?,Ses04M
Ses04M_script03_1_M033,neu,"as a matter of fact, the real cause of that row was peter burden.",Ses04M
Ses04M_script03_2_F000,ang,that was the first time you ever hit me.,Ses04F
Ses04M_script03_2_F001,hap,"the manager came in and found us rolling about on the floor, biting and scratching like panthers. oh, dear.",Ses04F
Ses04M_script03_2_F002,hap,"how ridiculous. how utterly, utterly ridiculous.",Ses04F
Ses04M_script03_2_F003,hap,and very much sillier.,Ses04F
Ses04M_script03_2_F006,hap,not at all. it was very pretty. i still have it and i wear it often.,Ses04F
Ses04M_script03_2_F008,hap,"just a little, perhaps, nothing serious.",Ses04F
Ses04M_script03_2_F009,neu,let him kiss you.,Ses04F
Ses04M_script03_2_F010,ang,what of it?,Ses04F
Ses04M_script03_2_F014,ang,"no, thanks.",Ses04F
Ses04M_script03_2_F017,ang,it's become a habit with you.,Ses04F
Ses04M_script03_2_F019,ang,what?,Ses04F
Ses04M_script03_2_F022,ang,"oh, no, it isn't.",Ses04F
Ses04M_script03_2_F023,ang,"oh, be quiet.",Ses04F
Ses04M_script03_2_F024,neu,it's a pity you didn't- it's a pity you didn't have more brandy.,Ses04F
Ses04M_script03_2_F026,ang,"adders don't snap, they sting.",Ses04F
Ses04M_script03_2_F028,ang,i don't care. do you understand? i don't care. i don't mind if they bark and roll about like hoops.,Ses04F
Ses04M_script03_2_F029,ang,"yes, i did, quite a lot.",Ses04F
Ses04M_script03_2_F030,ang,mind your own business.,Ses04F
Ses04M_script03_2_F031,ang,you're quite insufferable. i expected it's because you're drunk.,Ses04F
Ses04M_script03_2_F032,ang,you always had a weak head.,Ses04F
Ses04M_script03_2_F033,ang,"on the contrary, a child of two could get violently drunk on only one glass of brandy.",Ses04F
Ses04M_script03_2_F034,ang,"oh, shut up.",Ses04F
Ses04M_script03_2_F035,ang,"not very funny, dear. you'd better have some more brandy.",Ses04F
Ses04M_script03_2_F036,ang,why?,Ses04F
Ses04M_script03_2_F037,ang,there aren't any people upstairs. it's a photographer's studio.,Ses04F
Ses04M_script03_2_F039,ang,"turn it on again, please.",Ses04F
Ses04M_script03_2_F040,ang,"very well, if you insist on being boorish and idiotic.",Ses04F
Ses04M_script03_2_F041,ang,go away. go away. i hate you.,Ses04F
Ses04M_script03_2_F042,ang,you are far too temperamental. try to control yourself.,Ses04F
Ses04M_script03_2_F043,neu,we swapped. listen.,Ses04F
Ses04M_script03_2_F044,ang,"listen, indeed. i am sick and tired of listening to you, you damn sadistic bully.",Ses04F
Ses04M_script03_2_F045,ang,stop.,Ses04F
Ses04M_script03_2_F046,ang,stop. i hate you. do you hear me? you're conceited and overbearing and utterly impossible.,Ses04F
Ses04M_script03_2_F047,ang,"this is the end. do you understand, the end? finally and forever.",Ses04F
Ses04M_script03_2_F048,ang,"oh, yes, i am.",Ses04F
Ses04M_script03_2_F049,ang,"let go of me. you're a cruel fiend and i hate and loath you. thank god, i discovered in time what you're really like.",Ses04F
Ses04M_script03_2_F050,ang,marry you again? huh.,Ses04F
Ses04M_script03_2_F051,ang,"never, never, never. i'd rather die in torment. beast brute.",Ses04F
Ses04M_script03_2_F052,ang,swine.,Ses04F
Ses04M_script03_2_M001,neu,i didn't hit you very hard.,Ses04M
Ses04M_script03_2_M008,ang,"you must admit that he was in love with you, wasn't he?",Ses04M
Ses04M_script03_2_M009,neu,line?,Ses04M
Ses04M_script03_2_M010,ang,you let him kiss you. you said you did.,Ses04M
Ses04M_script03_2_M011,ang,what of it?,Ses04M
Ses04M_script03_2_M012,ang,what about me?,Ses04M
Ses04M_script03_2_M013,ang,"that's a nice point of view, i must say.",Ses04M
Ses04M_script03_2_M014,ang,so am i; bored stiff.,Ses04M
Ses04M_script03_2_M020,ang,"really, amanda",Ses04M
Ses04M_script03_2_M021,ang,nothing.,Ses04M
Ses04M_script03_2_M022,ang,"going out somewhere, my dear?",Ses04M
Ses04M_script03_2_M024,ang,"as a matter of fact, that's perfectly true.",Ses04M
Ses04M_script03_2_M025,ang,"yes, it is.",Ses04M
Ses04M_script03_2_M026,neu,line?,Ses04M
Ses04M_script03_2_M027,ang,it's a pity you didn't have any more brandy. it might have made you a little less disagreeable.,Ses04M
Ses04M_script03_2_M028,neu,line?,Ses04M
Ses04M_script03_2_M029,ang,"snap. oh, snap, snap, snap, like a little adder.",Ses04M
Ses04M_script03_2_M030,ang,"they -- nonsense, they have a little bag of venom behind their fangs and they snap.",Ses04M
Ses04M_script03_2_M031,ang,they snap.,Ses04M
Ses04M_script03_2_M033,ang,"i suppose you let him kiss you a good deal more then, hmm?",Ses04M
Ses04M_script03_2_M034,ang,you must have had a riotous time.,Ses04M
Ses04M_script03_2_M035,ang,"no restraint at all, very enjoyable. you never had much anyhow.",Ses04M
Ses04M_script03_2_M036,ang,i'm not in the least drunk.,Ses04M
Ses04M_script03_2_M038,ang,very interesting. and how about a child of four and a child of six and a child of nine?,Ses04M
Ses04M_script03_2_M040,ang,very good idea. i will,Ses04M
Ses04M_script03_2_M041,ang,you better turn that off i think.,Ses04M
Ses04M_script03_2_M043,ang,"there are people downstairs, i suppose",Ses04M
Ses04M_script03_2_M046,ang,turn it off. it's driving me mad.,Ses04M
Ses04M_script03_2_M047,ang,turn it off.,Ses04M
Ses04M_script03_2_M048,ang,listen--,Ses04M
Ses04M_script03_2_M049,ang,"you're a vile tempered, loosed living",Ses04M
Ses04M_script03_2_M050,ang,wicked little beast. and i- i hope i never see you again as long as live.,Ses04M
Ses04M_script03_2_M051,ang,you're not going like this.,Ses04M
Ses04M_script03_2_M052,ang,"no, you're not.",Ses04M
Ses04M_script03_2_M053,ang,shut up. shut up.,Ses04M
Ses04M_script03_2_M054,ang,"you're a mean, evil minded",Ses04M
Ses04M_script03_2_M055,ang,little vampire and i hope to god i never set eyes on you as long as i live.,Ses04M
Ses04M_script03_2_M056,ang,whore.,Ses04M
Ses05F_impro01_F000,neu,"hi, i need an id.",Ses05F
Ses05F_impro01_F008,neu,"so could i maybe get the form from you, fill it out here- and maybe you could-",Ses05F
Ses05F_impro01_F017,ang,isn't there anything you can do? just call over and ask them if i can go to the front of the line in the other line.,Ses05F
Ses05F_impro01_F018,ang,why not?,Ses05F
Ses05F_impro01_F020,ang,"right, well, last time they told me, it was this line, and obviously, it's not true.",Ses05F
Ses05F_impro01_M000,neu,"ahh yeah, this is the wrong line. i'm sorry. you need to go back over to line two b. that's where you should have started from.",Ses05M
Ses05F_impro01_M003,neu,"well, i have no camera here. i can't help you at all here, ma'am. i have forms for something completely different. you need to go to a different place.",Ses05M
Ses05F_impro02_F001,sad,um.,Ses05F
Ses05F_impro02_F002,sad,i'm sorry. it's just a lot ahh to explain. ahh i got a call--,Ses05F
Ses05F_impro02_F004,sad,"i got a call today,",Ses05F
Ses05F_impro02_F005,sad,i'm going to need to go overseas for a while.,Ses05F
Ses05F_impro02_F008,sad,"i don't know ""sigh"".",Ses05F
Ses05F_impro02_F009,sad,i know. i know.,Ses05F
Ses05F_impro02_F010,sad,"i know. well, we'll have to figure all that out. i mean, i think the army's going to provide childcare and help us out with that. um.",Ses05F
Ses05F_impro02_F011,sad,iraq.,Ses05F
Ses05F_impro02_F012,sad,i think infantry. i'm not sure.,Ses05F
Ses05F_impro02_F021,sad,i don't think there's anything we can do.,Ses05F
Ses05F_impro02_F023,sad,i know. i know it's not fair.,Ses05F
Ses05F_impro02_F024,sad,"well, apparently nobody else can go.",Ses05F
Ses05F_impro02_F027,sad,i know.,Ses05F
Ses05F_impro02_F028,sad,i know.,Ses05F
Ses05F_impro02_F029,sad,we'll figure something out. we just have to ... we just have to think about this. could any of your family help us?,Ses05F
Ses05F_impro02_F031,sad,i'm going to miss their first words.,Ses05F
Ses05F_impro02_F032,sad,you'll have to send me pictures and letters everyday.,Ses05F
Ses05F_impro02_F034,sad,"yeah, as much as i can.",Ses05F
Ses05F_impro02_F035,sad,"""sigh"" three weeks.",Ses05F
Ses05F_impro02_F036,sad,yeah.,Ses05F
Ses05F_impro02_F037,sad,yeah.,Ses05F
Ses05F_impro02_F038,sad,"i love you. i'm going to miss you so much. ""sigh""",Ses05F
Ses05F_impro02_M000,neu,what is it?,Ses05M
Ses05F_impro02_M004,ang,you got called up.,Ses05M
Ses05F_impro02_M005,ang,i thought you said this wasn't going to happen for at least a year.,Ses05M
Ses05F_impro02_M010,ang,where do you have to go? where are you going?,Ses05M
Ses05F_impro02_M014,ang,i don't understand why they would just do something like this?,Ses05M
Ses05F_impro02_M015,ang,it doesn't make any sense. it's stupid. i told you you shouldn't go in the army.,Ses05M
Ses05F_impro02_M024,sad,i'll tell them i'm sick and that you can't leave something.,Ses05M
Ses05F_impro02_M025,sad,it's not fair.,Ses05M
Ses05F_impro02_M026,sad,why has to be you? there's all those other people. somebody else can go instead. it's not right.,Ses05M
Ses05F_impro02_M029,sad,i understand. i'm worried about you. i don't know what's going to happen to you.,Ses05M
Ses05F_impro02_M031,sad,i jus-,Ses05M
Ses05F_impro02_M032,sad,i don't know.,Ses05M
Ses05F_impro02_M033,sad,yeah. i guess. i don't know what they're going to say.,Ses05M
Ses05F_impro02_M034,sad,"yeah, we'll call them. we'll figure something out. i'm sorry, i'm sorry, i'm sorry. you're right.",Ses05M
Ses05F_impro02_M035,sad,i know.,Ses05M
Ses05F_impro02_M036,sad,"all the time, every day, every day. they have e-mail over there and stuff like that, right? i can send you pictures.",Ses05M
Ses05F_impro02_M041,sad,i love you.,Ses05M
Ses05F_impro03_F000,hap,"okay, so big news.",Ses05F
Ses05F_impro03_F001,hap,i'm getting married.,Ses05F
Ses05F_impro03_F002,hap,yeah.,Ses05F
Ses05F_impro03_F003,hap,yeah.,Ses05F
Ses05F_impro03_F004,hap,uh-huh.,Ses05F
Ses05F_impro03_F005,hap,just a couple days ago.,Ses05F
Ses05F_impro03_F007,hap,i know me neither.,Ses05F
Ses05F_impro03_F008,hap,"right, i thought i would be way older too. i thought i would be i be at least thirty something.",Ses05F
Ses05F_impro03_F009,hap,yeah.,Ses05F
Ses05F_impro03_F011,hap,sorry.,Ses05F
Ses05F_impro03_F020,hap,"yeah. yeah, of course.",Ses05F
Ses05F_impro03_F027,hap,"it's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.",Ses05F
Ses05F_impro03_F028,hap,i know,Ses05F
Ses05F_impro03_F029,hap,"right, being like oh, where are you from? the u.s. where in the u.s.? chicago. where in chicago?",Ses05F
Ses05F_impro03_F030,hap,"knowing the neighborhood. yeah, it's pretty bizarre.",Ses05F
Ses05F_impro03_F031,hap,yeah.,Ses05F
Ses05F_impro03_F032,hap,mm-hmm.,Ses05F
Ses05F_impro03_F033,hap,"yeah, she loves him.",Ses05F
Ses05F_impro03_F034,hap,"yeah, she-yeah, that's my type.",Ses05F
Ses05F_impro03_F035,hap,thank you.,Ses05F
Ses05F_impro03_F036,hap,[laughter],Ses05F
Ses05F_impro03_F037,hap,"yeah, we all have to hang out now.",Ses05F
Ses05F_impro03_F039,hap,sorry.,Ses05F
Ses05F_impro03_F040,hap,there's still time for that.,Ses05F
Ses05F_impro03_F041,hap,[breathing],Ses05F
Ses05F_impro03_F042,hap,i know. i can't believe it.,Ses05F
Ses05F_impro03_F043,hap,i am very excited,Ses05F
Ses05F_impro03_F046,hap,i have to think about moving now. we're going to move in together,Ses05F
Ses05F_impro03_F047,hap,i think it's a good idea to live together before you get married.,Ses05F
Ses05F_impro03_F048,hap,"i don't want a house, i mean just-",Ses05F
Ses05F_impro03_F049,hap,l.a. apartment is fine.,Ses05F
Ses05F_impro03_F051,hap,"two artists, though. we're bound to be poor forever.",Ses05F
Ses05F_impro03_F053,hap,definitely not for a while,Ses05F
Ses05F_impro03_F054,hap,yeah.,Ses05F
Ses05F_impro03_F055,hap,[laughter] good luck.,Ses05F
Ses05F_impro03_F056,hap,"you won't have trouble, you won't have trouble.",Ses05F
Ses05F_impro03_F057,hap,"you should just approach her like that. hey, will you bear my children?",Ses05F
Ses05F_impro03_F058,hap,"yeah, totally.",Ses05F
Ses05F_impro03_F059,hap,total turn on.,Ses05F
Ses05F_impro03_F060,hap,[laughter],Ses05F
Ses05F_impro03_M000,hap,what?,Ses05M
Ses05F_impro03_M001,hap,"come on, what?",Ses05M
Ses05F_impro03_M003,hap,no way.,Ses05M
Ses05F_impro03_M005,hap,"no way, when? when,when, when did it happen?",Ses05M
Ses05F_impro03_M006,hap,oh my gosh.,Ses05M
Ses05F_impro03_M007,hap,and you actually said yes. i can't believe it. i never thought you would get married.,Ses05M
Ses05F_impro03_M008,hap,oh my gosh.,Ses05M
Ses05F_impro03_M009,hap,oh absolutely.,Ses05M
Ses05F_impro03_M010,hap,"well, we always said we'd be in our thirtieth when we got married. and we were going to get married to each other if we didn't by then",Ses05M
Ses05F_impro03_M011,hap,"thirty nine, yeah. i can't believe it. so you broke our pact. thanks a lot.",Ses05M
Ses05F_impro03_M012,hap,"thanks a lot. well, okay, you've got to tell me the details. what did he say? where was it? what happened?",Ses05M
Ses05F_impro03_M013,hap,"okay. that's okay, spontaneous is great. spontaneous is awesome.",Ses05M
Ses05F_impro03_M020,hap,am i in it?,Ses05M
Ses05F_impro03_M027,hap,"cool, perfect. another chicagoite, got to love it.",Ses05M
Ses05F_impro03_M030,hap,[laughter] i am sil,Ses05M
Ses05F_impro03_M031,hap,and now you're getting married.,Ses05M
Ses05F_impro03_M032,hap,that is amazing. you must be so excited. did you tell your mom?,Ses05M
Ses05F_impro03_M033,hap,"oh, did she cry?",Ses05M
Ses05F_impro03_M035,hap,[breathing],Ses05M
Ses05F_impro03_M036,hap,you.. i can't believe it. i'm so happy for you. this is exactly what you wanted. it's your dream come true.,Ses05M
Ses05F_impro03_M037,hap,"the exact right guy, i fully approve. he's a wonderful guy. we have a great time. he can drink. that's awesome.",Ses05M
Ses05F_impro03_M038,hap,[laughter],Ses05M
Ses05F_impro03_M039,hap,"of course, of course she will ... of course she will. yeah, don't go and disappear like everyone else after they get married and i never see them again. that'll make me mad. you don't want to make me mad. you know how i get when i get mad.",Ses05M
Ses05F_impro03_M040,hap,exactly.,Ses05M
Ses05F_impro03_M041,hap,"exactly, ""laugh"".",Ses05M
Ses05F_impro03_M043,hap,"oh, thanks. move here before you get married [laughter]",Ses05M
Ses05F_impro03_M044,hap,"perfect, okay, good. ""sigh""",Ses05M
Ses05F_impro03_M045,hap,"i don't feel so bad then. well, i'm excited for you.",Ses05M
Ses05F_impro03_M046,hap,i can't believe it.,Ses05M
Ses05F_impro03_M049,hap,so i was one of the first ones? that makes me feel so important.,Ses05M
Ses05F_impro03_M050,hap,"oh yeah, of course.",Ses05M
Ses05F_impro03_M051,hap,"i think so, too. are you going to get a house or-",Ses05M
Ses05F_impro03_M057,hap,yeah.,Ses05M
Ses05F_impro03_M058,hap,yeah.,Ses05M
Ses05F_impro03_M060,hap,[laughter],Ses05M
Ses05F_impro03_M061,hap,"oh, thanks. i'll need it.",Ses05M
Ses05F_impro03_M062,hap,"oh thanks, you're too nice",Ses05M
Ses05F_impro03_M063,hap,just being polite now,Ses05M
Ses05F_impro03_M064,hap,because i am not getting married.,Ses05M
Ses05F_impro03_M065,hap,"exactly, [laughter] i think that'll go over great, don't you?",Ses05M
Ses05F_impro03_M066,hap,"that's what girls like, right?",Ses05M
Ses05F_impro03_M067,hap,would you mind popping out a few for me?,Ses05M
Ses05F_impro03_M068,hap,"that'd be great, thanks.",Ses05M
Ses05F_impro04_F000,sad,"brian, i need help.",Ses05F
Ses05F_impro04_F008,ang,i still can't live on in six seven and five. it's not possible in los angeles. housing is too expensive.,Ses05F
Ses05F_impro04_F015,sad,i'm just so scared to start over i mean. i put so much time and energy into being here.,Ses05F
Ses05F_impro04_F016,sad,"where am i supposed to go? i mean, like what?",Ses05F
Ses05F_impro04_F017,sad,i don't know. maybe i can take out a loan. i just- i need prospects and i don't feel like i have any.,Ses05F
Ses05F_impro04_F019,sad,i'm just worried.,Ses05F
Ses05F_impro04_F022,sad,that's really hard to hear.,Ses05F
Ses05F_impro04_F023,sad,i feel like i have faith and now faith is running thin because there is no money.,Ses05F
Ses05F_impro04_F038,neu,"well, i'd like to be a working actor.",Ses05F
Ses05F_impro04_F039,neu,but um--,Ses05F
Ses05F_impro04_F040,neu,yeah.,Ses05F
Ses05F_impro04_F041,neu,"bartending, catering.",Ses05F
Ses05F_impro04_F042,sad,would you be willing to make some more calls on my behalf? i won't--i won't make you look bad.,Ses05F
Ses05F_impro04_F043,neu,yeah.,Ses05F
Ses05F_impro04_F044,neu,thank you.,Ses05F
Ses05F_impro04_F045,neu,"i will, i will.",Ses05F
Ses05F_impro04_M000,neu,"babe, i don't know what to tell you. don't give up.",Ses05M
Ses05F_impro04_M001,neu,"well, of course not, but what are you going to do if you move back home? are you going to be able to find a job there?",Ses05M
Ses05F_impro04_M003,neu,i went to school and i got my degree. and i got a job.,Ses05M
Ses05F_impro04_M004,neu,nothing's impossible.,Ses05M
Ses05F_impro04_M005,neu,you have to be willing - you have to be willing to start you know at the bottom and work your way up. and,Ses05M
Ses05F_impro04_M007,neu,"no, it doesn't pay the bills, but it would pay something. and it would help you get somewhere else.",Ses05M
Ses05F_impro04_M008,neu,"and no, i understand, but you've got to start somewhere. it's better than nothing and that's all you have. you have nothing right now.",Ses05M
Ses05F_impro04_M009,neu,"wait, you can move up. there's management programs in mcdonalds and things like that.",Ses05M
Ses05F_impro04_M010,neu,"[garbage] no, i wouldn't, but i--",Ses05M
Ses05F_impro04_M011,neu,"well, you know what? life gets humili... humiliating at times.",Ses05M
Ses05F_impro04_M012,neu,"well, what are you going to do about it to make it different?",Ses05M
Ses05F_impro04_M013,neu,have you? there's got to be something else.,Ses05M
Ses05F_impro04_M015,neu,"if it's rent or something like that, i mean i can help you out a little bit, if- if that will help you you know stick with it.",Ses05M
Ses05F_impro04_M016,neu,"well, just don't give up. and there's- you know, you never know, something might be around the corner tomorrow.",Ses05M
Ses05F_impro04_M017,neu,"well, you know i'm not going to let you starve.",Ses05M
Ses05F_impro04_M020,neu,"it's the way it seems to me. you started complaining about not being able to find a job the first day you went out and didn't find a job. and i'm not saying like and not trying to you know put you down or anything, it's just that-",Ses05M
Ses05F_impro04_M022,neu,"well, exactly. money is not everything.",Ses05M
Ses05F_impro04_M024,neu,you know i would never let that happen. i wouldn't let that happen.,Ses05M
Ses05F_impro04_M025,neu,"you can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again. you know i'm not just going to you know just throw you to the wolves or something like that. if there's any way i can help you, i will.",Ses05M
Ses05F_impro04_M026,neu,but you have to keep trying. you can't give up.,Ses05M
Ses05F_impro04_M027,neu,"and you've got to think--well, ask yourself why are they not hiring you?",Ses05M
Ses05F_impro04_M028,neu,i mean are you going in for interviews?,Ses05M
Ses05F_impro04_M029,neu,are you presenting-,Ses05M
Ses05F_impro04_M030,neu,putting your best foot forward? or you,Ses05M
Ses05F_impro04_M031,neu,"do they seem to like you? i mean, can you get any read from them?",Ses05M
Ses05F_impro04_M032,neu,have you ever called them back and asked why you didn't get the job?,Ses05M
Ses05F_impro04_M033,neu,do they give you any specifics as to why they didn't go with you?,Ses05M
Ses05F_impro04_M034,neu,"yeah, i understand. maybe what jobs are we talking about?",Ses05M
Ses05F_impro04_M035,neu,like- what's your ideal job? what do you want to do?,Ses05M
Ses05F_impro04_M036,neu,of course.,Ses05M
Ses05F_impro04_M037,neu,"everyone wants to be a working actor, but they all work at something else.",Ses05M
Ses05F_impro04_M038,neu,so what's the something else?,Ses05M
Ses05F_impro04_M039,neu,"you can't get a catering gig? well, i can call some friends. i- well, i did call some friends before, but you went in once and then never went back.",Ses05M
Ses05F_impro04_M040,neu,if i- if you- will you stick with it?,Ses05M
Ses05F_impro04_M041,neu,"okay. okay, i'll call some people.",Ses05M
Ses05F_impro04_M042,neu,"but you've got to keep looking for other stuff. you've got to do it on your own, too. okay?",Ses05M
Ses05F_impro04_M043,neu,you know i'll always help you.,Ses05M
Ses05F_impro05_F000,neu,"hi,um- i think my baggage was lost, and i need to i guess file a claim or i don't know what.",Ses05F
Ses05F_impro05_F001,neu,um-seventeen. coming from --,Ses05F
Ses05F_impro05_F002,neu,it was virgin atlantic coming from london.,Ses05F
Ses05F_impro05_F004,neu,right.,Ses05F
Ses05F_impro05_F005,neu,yeah.,Ses05F
Ses05F_impro05_F006,neu,that's good.,Ses05F
Ses05F_impro05_F007,neu,"well, i can't leave without it. i mean, could you find out?",Ses05F
Ses05F_impro05_F010,neu,um- it's a travel backpack. it's green and gray. it's got my name on it and my information.,Ses05F
Ses05F_impro05_F018,ang,uh- not lose the baggage in the first place. i mean you're offering a service here. i paid so much money for that ticket.,Ses05F
Ses05F_impro05_F019,ang,"no, but i mean like why can't- why can't you find it? where did it go? who lost it?",Ses05F
Ses05F_impro05_F020,ang,"well, i just-i paid so much money for this ticket. i feel like you guys should be able to get-to offer me more than a fifty dollar voucher.",Ses05F
Ses05F_impro05_F021,ang,"yeah, meaning i didn't die in a fiery plane crash. how convenient, but um- i paid two thousand dollar to ride your airline, and i would really appreciate getting my bags there to my destination in one place.",Ses05F
Ses05F_impro05_F022,ang,"right, but part of the agreement is that i'm paying so that i can take myself and my belongings with me.",Ses05F
Ses05F_impro05_F023,ang,and that you're going to transport them safely from one place to another.,Ses05F
Ses05F_impro05_F024,ang,"that's all you can offer me? i mean, my the stuff in there is worth way more than fifty dollar.",Ses05F
Ses05F_impro05_F031,ang,i don't believe that for a second.,Ses05F
Ses05F_impro05_F033,ang,what do you mean as you can? who makes up these rules?,Ses05F
Ses05F_impro05_F034,ang,you're an autono- autonomous human being. you could- you could go into the com-,Ses05F
Ses05F_impro05_F041,ang,"no, i don't think i am. i like have a whole bunch of stuff that means a lot to me, and i brought it you know from africa. it's not like i can just go back and get it whenever i want.",Ses05F
Ses05F_impro05_F042,ang,it's not like i can go to kmart and buy another.,Ses05F
Ses05F_impro05_M000,neu,"okay, what flight were you on?",Ses05M
Ses05F_impro05_M001,neu,on what airline?,Ses05M
Ses05F_impro05_M002,neu,"from london, okay. um- and you went through all your proper checkpoints?",Ses05M
Ses05F_impro05_M003,neu,so you haven't seen your bags since africa. you flew threw heath row to here.,Ses05M
Ses05F_impro05_M004,neu,"okay. well, let me see here. i-",Ses05M
Ses05F_impro05_M005,neu,it seems like it went through heath row. i see it here. uh-,Ses05M
Ses05F_impro05_M006,neu,but uh- i don't see it here in the airport yet. uh,Ses05M
Ses05F_impro05_M007,neu,i'm not sure where it is. we can absolutely keep an eye out for for it for you.,Ses05M
Ses05F_impro05_M008,neu,"well, i'm not a miracle worker. i don't know what i can do for you. i don't have the bag right here.",Ses05M
Ses05F_impro05_M009,neu,"well, as i told you, it left heath row and it seems to have arrived here. but if you can't find it, then-are you sure you know what your bag looks like?",Ses05M
Ses05F_impro05_M010,neu,"okay, and what is that? what kind of bag is it?",Ses05M
Ses05F_impro05_M012,neu,are you sure?,Ses05M
Ses05F_impro05_M014,neu,"all right? now, um- it's green, travel bag, you couldn't find it. and was there something important in it that you need it?",Ses05M
Ses05F_impro05_M015,neu,sentimental value.,Ses05M
Ses05F_impro05_M016,neu,"right. well, i don't know what to tell you. um- what i can offer you is a fifty dollar voucher on your next flight.",Ses05M
Ses05F_impro05_M017,neu,"no, i understand. i mean. it's got to be tough all those sentimental things, but um- this is all i can do for you.",Ses05M
Ses05F_impro05_M018,neu,"well, you know, sometimes that's--really, i mean what else could we do?",Ses05M
Ses05F_impro05_M019,neu,"well,",Ses05M
Ses05F_impro05_M022,neu,"let's- let's just relax for a moment, ma'am. you understand, obviously, we're going to do everything we can to keep all of your luggage here.",Ses05M
Ses05F_impro05_M023,neu,"obviously, we're not trying to lose your luggage. do you really believe that we're trying to lose your luggage ma'am?",Ses05M
Ses05F_impro05_M025,neu,"well, we're talking about one bag. you personally made it here, didn't you?",Ses05M
Ses05F_impro05_M030,neu,"well, i understand that. did you buy flight insurance?",Ses05M
Ses05F_impro05_M031,neu,"well, my hands are really tied then.",Ses05M
Ses05F_impro05_M032,neu,"well, it's like any kind of insurance. you don't-when you get it, then you get more. you know, like if you--",Ses05M
Ses05F_impro05_M033,neu,"well, of course not because you've got your backpack with you the whole time. now, if you--you said this was a travel bag. why weren't you carrying it on if it was so important?",Ses05M
Ses05F_impro05_M034,neu,"uh, so it was really heavy.",Ses05M
Ses05F_impro05_M036,neu,"i'm sorry, ma'am, there's nothing else i can do. my hands are really tied here. i really wish there was something else i could do for you.",Ses05M
Ses05F_impro05_M037,neu,well i don't know why you wouldn't believe that.,Ses05M
Ses05F_impro05_M039,neu,"well, i have no way to give you more money. i'm giving you as much money as i can, and figuring- as far as figuring out where you bag is-",Ses05M
Ses05F_impro05_M040,neu,makes up?,Ses05M
Ses05F_impro05_M041,neu,"the airline makes these rules, mom ma'am.",Ses05M
Ses05F_impro05_M048,neu,right.,Ses05M
