file,emotion,text,speaker,aug_text
Ses05F_script01_1_M001,sad,he was out here when it broke.,Ses05M,When it breaks he's here.
Ses05F_script01_1_M002,sad,"around four this morning, and there was a crack and i looked out. we're standing right there when i cracked.",Ses05M,"At about four o'clock this morning, there was a crack, and I looked at it, and when I had a crack, we stood there."
Ses05F_script01_1_M003,sad,i don't know. but when it cracked he ran back into the house and start to cry in the kitchen.,Ses05M,"I don't know, but when it broke, he ran back to the house and started crying in the kitchen."
Ses05F_script01_1_M004,sad,no. i figured it was best to leave him alone.,Ses05M,"No, I think it's best to leave him alone."
Ses05F_script01_1_M005,sad,i could hear him right through the floor of my room.,Ses05M,I can hear him on the floor of my room.
Ses05F_script01_1_M006,sad,"i guess, he is.",Ses05M,I guess he is.
Ses05F_script01_1_M007,sad,i don't know the meaning of it. but i know one thing mom did. we made a terrible mistake with dad.,Ses05M,"I don't know what that means, but I know that Mom did something, and we made a terrible mistake with Dad."
Ses05F_script01_1_M008,sad,being dishonest with him. it's the kind of thing that pays off and now it's paying off.,Ses05M,"Unfaithful to him, it's a reward, and now it's a reward."
Ses05F_script01_1_M009,sad,"you know that larry's not coming back, and i know it. so why do we go on letting him think that we believe with him?",Ses05M,You know Larry's not coming back. I know. I know.
Ses05F_script01_1_M013,ang,"for god's sake, mom, three years. nobody comes back after three years! it's insane!",Ses05M,"For God's sake, Mom, three years, three years, no one comes back!"
Ses05F_script01_1_M016,sad,"you know why i asked annie here, don't you?",Ses05M,"You know why I'm here asking Annie, right?"
Ses05F_script01_1_M018,neu,i'm going to ask her to marry me.,Ses05M,I'm going to ask her to marry me.
Ses05F_script01_1_M025,ang,to hell with that!,Ses05M,Fuck it!
Ses05F_script01_1_M035,ang,the business? the business? it doesn't inspire me?,Ses05M,Business?
Ses05F_script01_2_F001,neu,she's been in new york three and a half years. why all of the sudden?,Ses05F,She's been in New York for three and a half years. Why all of a sudden?
Ses05F_script01_2_F006,ang,she's not his girl. she knows she's not.,Ses05F,She's not his daughter. She knows she's not.
Ses05F_script01_2_F010,ang,i want you to pretend like he's coming back!,Ses05F,I want you to pretend he's back!
Ses05F_script01_2_F011,ang,"because if he's not coming back, then i'll kill myself.",Ses05F,"Because if he doesn't come back, I'll kill myself."
Ses05F_script01_2_F012,ang,"laugh. laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?",Ses05F,"Laugh at me, but what happens when she sleeps in his bed, and he remembers the broken night?"
Ses05F_script01_2_F014,ang,"only last week, another boy turned up in detroit, been missing longer than larry, you read it yourself.",Ses05F,"Just last week, another boy appeared in the dirt, disappeared longer than Larry, and you read it yourself."
Ses05F_script01_2_F016,sad,you've got to believe. you've got to--,Ses05F,You have to believe. You have to...
Ses05F_script01_2_F017,ang,i can't help it!,Ses05F,I can't help it!
Ses05F_script01_2_M000,neu,why does that bother you?,Ses05M,Why is this bothering you?
Ses05F_script01_2_M001,neu,well maybe. maybe she just wanted to see her again.,Ses05M,Maybe. Maybe she just wants to see her again.
Ses05F_script01_2_M002,neu,"what did you mean? he lived next door to the girl all of his life, why wouldn't he want to see her again? don't look at me like that, he didn't tell me any more than he told you.",Ses05M,"What do you mean, he lived next door to that girl all his life? Why doesn't he want to see her again?"
Ses05F_script01_2_M016,ang,what do you mean me above all? look at you. you're shaking!,Ses05M,"Look at you, you're shaking!"
Ses05F_script01_2_M017,ang,"what have i got to hide? what the hell is the matter with you, kate?",Ses05M,What do I have to hide?
Ses05F_script01_3_F000,hap,you're the only one i know who loves his parents.,Ses05F,You're the only one I know who loves his parents.
Ses05F_script01_3_F001,hap,"no, it's good.",Ses05F,"No, that's good."
Ses05F_script01_3_F002,hap,it's so lovely here. the air is sweet.,Ses05F,It's so cute here. It's so nice air.
Ses05F_script01_3_F003,hap,no. but i'm not going to stay.,Ses05F,"No, but I'm not staying."
Ses05F_script01_3_F006,sad,well sort of embarrassed soon as i came.,Ses05F,I've been embarrassed since I got here.
Ses05F_script01_3_F008,neu,"well, from her point of view why else would i come?",Ses05F,"From her point of view, what else can I do?"
Ses05F_script01_3_F009,hap,i guess this is why i came.,Ses05F,I guess that's why I'm here.
Ses05F_script01_3_F015,hap,i'll never forgive you. why did you wait so long? all this time i've been wondering if i was a fool for thinking of you!,Ses05F,I'll never forgive you. Why are you waiting so long?
Ses05F_script01_3_F016,hap,"not like that, you're not.",Ses05F,"Not like that, you're not."
Ses05F_script01_3_F017,hap,"like larry's brother. do it like you, chris. chris, what's the matter?",Ses05F,"Like Larry's brother. Like you, Chris. Chris."
Ses05F_script01_3_F020,sad,it wouldn't work like this.,Ses05F,It won't work like this.
Ses05F_script01_3_F021,neu,yeah sure.,Ses05F,"Yes, of course."
Ses05F_script01_3_F022,sad,how many?,Ses05F,How many?
Ses05F_script01_3_F023,sad,oh gee.,Ses05F,"Oh, yo."
Ses05F_script01_3_F024,neu,do you still feel like that?,Ses05F,Do you still think so?
Ses05F_script01_3_F025,sad,"because you can't feel like that anymore chris, you hear me? i mean everything that you have, you deserve. and that includes me. and your father? your father put hundreds of planes in the air, you should be proud. a man should be paid for that.",Ses05F,"I mean, everything you have, everything you deserve, including me, and your father?"
Ses05F_script01_3_F026,hap,what would i do with a fortune?,Ses05F,What would I do with a lot of money?
Ses05F_script01_3_M000,hap,i know. it's going out of style isn't it?,Ses05M,"I know, it's an outmoded style, isn't it?"
Ses05F_script01_3_M004,neu,what?,Ses05M,What?
Ses05F_script01_3_M005,hap,well the plan was to kind of sneak up on you over a period of a week or so. but uh- they take it for granted that we're all set.,Ses05M,"The plan was to sneak up on you in a week or so, but they thought we were ready for it."
Ses05F_script01_3_M006,neu,how did you know?,Ses05M,How do you know?
Ses05F_script01_3_M008,hap,"anne, i love you. i love you a great deal. i love you!",Ses05M,I love you. I love you so much. I love you!
Ses05F_script01_3_M009,hap,"i- i -i have no imagination, that's all i know what to say, i-i'm embarrassing you. i i didn't want to tell you here. i wanted it to be some place different, some place where we could be new to each other you know.",Ses05M,"I-I-I don't have imagination, that's all I know to say, I-I'm embarrassed about you."
Ses05F_script01_3_M010,hap,"you feel it's wrong here, don't you- this yard, this chair? i want you to be ready for me annie. i don't want to win you away from anything.",Ses05M,"I want you to be ready for me, Annie. I don't want you to win anything."
Ses05F_script01_3_M016,hap,oh god- i kissed annie! i can't believe i kissed annie! how long i've wanted to do this.,Ses05M,I can't believe I kissed Annie!
Ses05F_script01_3_M017,hap,"oh annie, we're going to live now. i'm going to make you so happy.",Ses05M,"Oh, Annie, we're gonna live now. I'm gonna make you happy."
Ses05F_script01_3_M021,sad,"yeah, i suppose i have been. but it's going from me.",Ses05M,"Yeah, I guess I used to be, but it's coming from me."
Ses05F_script01_3_M023,sad,"it's- it's mixed up with so many other things, i-",Ses05M,"It's mixed up with a lot of other things, and I..."
Ses05F_script01_3_M024,sad,remember when i was overseas? i was in command of the company.,Ses05M,Remember when I left the country?
Ses05F_script01_3_M025,sad,yeah. i lost them.,Ses05M,I lost them.
Ses05F_script01_3_M026,sad,just about all.,Ses05M,Just about all.
Ses05F_script01_3_M027,sad,takes a little time to toss something like that off you know because they weren't just men-,Ses05M,"It takes a while to get rid of that stuff, you know, because they're not just men."
Ses05F_script01_3_M028,sad,"for instance, there's this one time. it had been raining for several days. and this kid came up to me and gave me his last pair of dry socks. you know, he just put them in my pocket.",Ses05M,"For example, once, it was raining for days, and this kid came to me and gave me the last pair of dry socks. He put them in my pocket."
Ses05F_script01_3_M029,sad,"i know that- that's not a big thing, but it's just the kind of guys i had. they didn't die. they- they killed themselves for each other.",Ses05M,"I know... it's not a big thing, but it's just kind of guy I had, they didn't die, they-- they killed themselves for each other."
Ses05F_script01_3_M030,sad,i mean that exactly that-a little more selfish and they would have still been here today.,Ses05M,"I mean, exactly, a little bit more selfish of them would have been here all this time."
Ses05F_script01_3_M031,sad,"and i got an ideal, watching them all go down. everything was being destroyed see and-",Ses05M,"I had an idea, watching them all fall, everything was destroyed, seeing..."
Ses05F_script01_3_M032,sad,"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man. do you understand me?",Ses05M,"But it seems to me that new things are being created at the same time, a kind of responsibility, a man to a man. You know what I mean?"
Ses05F_script01_3_M033,sad,and to show that-to-to bring that back onto the earth again like a- like a monument. and everyone would have it standing behind them and- and it would make a difference for them.,Ses05M,"And show it, make it go back to Earth like a monument, everyone will get it to stand behind them,"
Ses05F_script01_3_M034,sad,and then i went home and it was incredible. it had no meaning here.,Ses05M,"And then I came home, and it was amazing, and it didn't make any sense here."
Ses05F_script01_3_M035,sad,"it was all like some kind of bus accident to them. i went back to work with my dad, in that whole rat race again.",Ses05M,I went back to work with my dad.
Ses05F_script01_3_M036,sad,and i felt what you said- ashamed somehow-because nobody had changed at all. it seemed to make suckers out of a whole lot of guys. and,Ses05M,"I feel ashamed of what you're saying, because nobody's changed, and it seems to make a lot of men fools."
Ses05F_script01_3_M037,sad,"it felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator. i mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man. and you've got to be a little bit better than that!",Ses05M,"I mean, you can take those things away from the war, but if you drive that car, you have to know that it comes from a man's love for a man. You have to be a little better than that!"
Ses05F_script01_3_M039,hap,"i i want you now, annie.",Ses05M,"I want you now, Annie."
Ses05F_script01_3_M040,hap,"oh annie. annie, i am going to make you a fortune!",Ses05M,"Oh, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie, Annie."
Ses05F_script02_1_F000,neu,fine.,Ses05F,Fine.
Ses05F_script02_1_F001,neu,what flashlight?,Ses05F,What flashlight?
Ses05F_script02_1_F005,neu,yes.,Ses05F,Yes.
Ses05F_script02_1_F007,neu,"it's after eleven, let's go home.",Ses05F,"After 11:00, let's go home."
Ses05F_script02_1_F011,neu,not particularly.,Ses05F,Especially not.
Ses05F_script02_1_F012,neu,i just don't.,Ses05F,I just didn't.
Ses05F_script02_1_F015,neu,i am just not.,Ses05F,I just didn't.
Ses05F_script02_1_F016,neu,yes.,Ses05F,Yes.
Ses05F_script02_1_M000,hap,"what time is it? isn't it supposed to start running around midnight? this is great, isn't it? look at this great night we got here. couldn't be better--",Ses05M,"What time is it? Shouldn't it start running around midnight? It's great, isn't it? Look at this wonderful night we've come here."
Ses05F_script02_1_M001,hap,actually i was hoping to go a little bit further up the coast to get away from the lights and the people but i was afraid i will miss it. how are you doing?,Ses05M,"I wanted to stay away from the coast, away from the lights and the crowd, but I was afraid I'd miss it. How are you?"
Ses05F_script02_1_M002,hap,"is that--no, no no is that foam? i can't even tell, although if i- if i can't tell, it probably isn't it? right it'll probably be unmistakable, but don't you think? how you doing?",Ses05M,"No, no, no, no. Is it foam?"
Ses05F_script02_1_M003,hap,"oh no, you know what i did. i forgot my flashlight. how could i be so stupid? i can't believe i forgot my flashlight.",Ses05M,"Oh, no, you know what I did. I forgot my flashlight. How could I be so stupid?"
Ses05F_script02_1_M009,hap,"are you cold? you want my jacket? we should have bought a blanket. our blanket-. this is great, isn't it?",Ses05M,Are you cold? You want my jacket? We should buy a blanket.
Ses05F_script02_1_M010,hap,"i didn't even think to bring a six-pack. a six-pack would be just the thing right about now. i can't believe i forgot. and look at kid, i am surprise i make it out of the house about flies it.",Ses05M,I didn't even think I'd bring a six-pack.
Ses05F_script02_1_M011,hap,[laughter] i wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around,Ses05M,"I don't know if they can hear me, or they can feel the sand shaking when we move around."
Ses05F_script02_1_M012,hap,you want my jacket?,Ses05M,You want my jacket?
Ses05F_script02_1_M014,hap,right.,Ses05M,Turn right.
Ses05F_script02_1_M018,hap,"honey, this is a natural phenomenon. i mean, it happens like once a year. it's a great opportunity.",Ses05M,"Honey, it's a natural phenomenon, I mean, it happens once a year."
Ses05F_script02_1_M019,hap,"think about people in kansas, they have to get a- a plane reservation and a hotel reservation just to see this uh- but we are just forty minutes away. too good to pass up.",Ses05M,"Think of the people in Kansas, they have to get a flight booking and hotel booking just to see this uh-- but we only have 40 minutes, that's great, we can't miss."
Ses05F_script02_1_M020,hap,"yeah but that moment on the beach is the highlight of their little lives, all that flopping around is laying eggs or what you- mating or spawning or something like that.",Ses05M,"But the moment on the beach is the light of their little life, all wandering around is laying eggs or whatever your mating or laying eggs or something like that."
Ses05F_script02_1_M021,hap,this is a big night for these guys. life's last orgy. yeah,Ses05M,It's a big night for these people.
Ses05F_script02_1_M023,hap,"okay, but they are fish that do something that no other fish do. like the swallows returning to capistrano, or the lemmings jumping off a cliff you know like that.",Ses05M,"They're fish, they do things that no other fish can do, like swallows returning to the ridge or jumping off a cliff."
Ses05F_script02_1_M024,hap,there's there's mystery here and magic. a little bit of the unexplainable. i can't understand how you could not be interested.,Ses05M,I don't know why you're not interested.
Ses05F_script02_1_M029,hap,"look there, what's that? is it? is that a--ah, it's a seaweed isn't it?",Ses05M,Is that seaweed?
Ses05F_script02_1_M030,hap,"oh, this is great. i wouldn't miss this for the world. i mean think about this. i know you are not interested but think about this for a second.",Ses05M,"I mean, I know you're not interested, but think about it."
Ses05F_script02_1_M031,hap,"somewhere out there, is a giant mass of silver fish all swimming in this direction. they don't know why and we don't know why. they didn't get an invitation. and it wasn't a vote- it wasn't a decision. and nobody sent them a map or anything like that.",Ses05M,"Somewhere out there, there's a bunch of silverfish swimming in this direction, and they don't know why, and we don't know why. They're not invited. It's not a vote, it's not a decision, nobody gives them a map or something."
Ses05F_script02_1_M032,hap,it's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the california coast and just started swimming.,Ses05M,"It's just some instinctive time release firecrackers inside them, and all of them turn around to form a line as long as the California coast and just start swimming."
Ses05F_script02_1_M033,hap,"they are swimming right now as if it's the only thing that matters. it's- it's single mindedness with no mind, urgency that's pure urge. it's- they don't know what drives them. they- they don't give any name or ask any question. they just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death. god, it's giving me goose bumps all over my hairs on my arm. popping up.",Ses05M,"They're swimming now like it's the only thing that matters, and it's-- it's a single brain without a brain, and the sense of urgency is a pure impulse, and it's-- they don't know what drives them, they-- they don't give any names or ask any questions."
Ses05F_script02_1_M034,hap,"well, so what do you think?",Ses05M,"So, what do you think?"
Ses05F_script02_2_F005,ang,"god damn it, augie. why do you always ask things like that? it's so insulting.",Ses05F,"Damn it, Augie, why do you always ask such questions?"
Ses05F_script02_2_F013,sad,"augie, do you remember the first time we came to see it? it was about four years ago right after we got married and we thought i was pregnant.",Ses05F,"Augie, do you remember the first time we came to see it?"
Ses05F_script02_2_F014,sad,"we had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so i could feel them as much as hear them.",Ses05F,"We had a bottle of champagne but no glasses, and you asked me to dance, so we took off our shoes, and when we danced, you said the closest thing was in my ear, so I could feel them, like I heard them."
Ses05F_script02_2_F015,hap,"and i remember thinking, finally, finally. i am as happy as i am supposed to be.",Ses05F,"I remember thinking, at last, at last, at last, I was as happy as I thought."
Ses05F_script02_2_F016,sad,"dancing barefoot in the sand, drinking champagne from the bottle.",Ses05F,"Dancing barefoot on the sand, drinking champagne in a bottle."
Ses05F_script02_2_F017,sad,i rather not remember some things. i rather not hope for some things.,Ses05F,I'd rather not remember something than hope for something.
Ses05F_script02_2_F018,sad,no.,Ses05F,Nothing.
Ses05F_script02_2_F019,sad,no.,Ses05F,Nothing.
Ses05F_script02_2_F025,sad,this what? what is this? this isn't even anything.,Ses05F,What is this? What is this? It's nothing.
Ses05F_script02_2_F026,sad,"sure, this is standing. this is waiting. this is fighting.",Ses05F,"Of course, it's standing up, it's waiting, it's fighting."
Ses05F_script02_2_F027,sad,but this isn't anything like i thought it would be.,Ses05F,But it's not what I imagined.
Ses05F_script02_2_F028,sad,"i mean it is just this , i mean it includes a lot and everything and you know it's the sand and it's the full moon and i just-i am sorry but i couldn't help wishing i was somewhere else.",Ses05F,"I mean it's just this, I mean it contains a lot and everything and you know it's sand and it's full moon and I'm just-- I'm sorry, but I can't help hoping I'm somewhere else."
Ses05F_script02_2_F029,sad,i didn't say that.,Ses05F,I didn't say that.
Ses05F_script02_2_F030,sad,"for heaven's sake augie, wherever i am i always wanted to be with you.",Ses05F,"For God's sake, wherever I am, I've always wanted to be with you."
Ses05F_script02_2_F032,sad,"whatever i am doing, i wanted to be with you. i mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself.",Ses05F,"I mean, you could be someone who wants you to be with someone else, someone who hasn't put everything so hard and knows how to enjoy himself."
Ses05F_script02_2_F033,hap,good. so maybe we are on the wrong spot but we are with the right person.,Ses05F,"Okay, so maybe we're going in the wrong direction, but we're with the right people."
Ses05F_script02_2_F034,hap,"yes, i did notice that. it does look really beautiful on the water. the gold white moon.",Ses05F,"Yes, I noticed. The water is really beautiful. The Golden White Moon."
Ses05F_script02_2_F037,hap,"no, i am beginning to think that maybe this is the spot after all.",Ses05F,"No, I'm starting to think that maybe this is the place after all."
Ses05F_script02_2_M000,hap,"well, so? what do you think?",Ses05M,What do you think?
Ses05F_script02_2_M002,neu,it certainly is not. it's slightly exaggerated scientific fact.,Ses05M,"Of course not, it's a slightly exaggerated scientific fact."
Ses05F_script02_2_M003,neu,"i am not the only one, look at all these people.",Ses05M,"I'm not the only one, look at all these people."
Ses05F_script02_2_M005,neu,"carla, can i ask you a question? now don't be upset, are you having a period?",Ses05M,"Carla, can I ask you a question?"
Ses05F_script02_2_M010,neu,well we will see them this year.,Ses05M,We'll see them this year.
Ses05F_script02_2_M016,neu,"wait a minute, i got it.",Ses05M,"Wait, I got it."
Ses05F_script02_2_M018,hap,"okay, all right i got it. you wanted it to be like the other time, okay no problem. listen, you want to dance?",Ses05M,"Okay, okay, I got it. You want it like the rest of the time, okay, okay."
Ses05F_script02_2_M019,hap,you want me to go get some champagne?,Ses05M,Do you want me to go buy champagne?
Ses05F_script02_2_M020,hap,take off our shoes?,Ses05M,Take off your shoes?
Ses05F_script02_2_M025,ang,what. welcome to the human race.,Ses05M,Welcome to the human race.
Ses05F_script02_2_M031,sad,"no, i know me either.",Ses05M,"No, I know me, too."
Ses05F_script02_2_M032,sad,maybe if you are with somebody else too?,Ses05M,What if you're with someone else?
Ses05F_script02_2_M033,sad,"no, i know, but. i know i don't make you happy.",Ses05M,"No, I know, but, I know I don't make you happy."
Ses05F_script02_2_M035,hap,"actually, now that you mention it. no, i don't.",Ses05M,"Actually, since you've already mentioned it, no, I haven't."
Ses05F_script02_2_M036,hap,i don't know. seems like a pretty good spot to me i mean look at the view of the moon you got from here.,Ses05M,"I don't know, it seems like a pretty nice place for me I mean to see what you get from here."
Ses05F_script02_2_M037,hap,"well, look what we have got here.",Ses05M,Let's see what we got here.
Ses05F_script02_2_M040,hap,"shh, if we're very quiet, the fish might come.",Ses05M,"Shh. If we're quiet, the fish might come."
Ses05F_script02_2_M041,hap,or not.,Ses05M,Or not.
Ses05F_script03_1_F005,hap,"oh, it sent shivers up my spine.",Ses05F,"Oh, it makes my spine shivering."
Ses05F_script03_1_F006,hap,behave exquisitely.,Ses05F,Be classy.
Ses05F_script03_1_F007,hap,"yes, i shall probably do a court curtsey.",Ses05F,"Yeah, I might make a court dress."
Ses05F_script03_1_F010,neu,the whole business is really rather ridiculous.,Ses05F,This whole thing is ridiculous.
Ses05F_script03_1_F011,neu,meaning exactly that.,Ses05F,That's exactly what it means.
Ses05F_script03_1_F013,neu,who's they?,Ses05F,Who are they?
Ses05F_script03_1_F015,neu,"well, what if-what happens when our love-",Ses05F,What if our love...
Ses05F_script03_1_F019,neu,"well, what if one of us dies, does the other laugh then?",Ses05F,"Well, if one of us dies, the other one laughs?"
Ses05F_script03_1_F025,hap,charles. that was his name. he did wriggle so beautifully.,Ses05F,"Charles, that's his name."
Ses05F_script03_1_F030,hap,and then the manager came in and found us rolling around on the floor biting and scratching like panthers.,Ses05F,"Then the manager came in and found us rolling on the floor, biting, scratching like a leopard."
Ses05F_script03_1_F031,hap,"oh, ridiculous. utterly ridiculous",Ses05F,"Oh, that's ridiculous. That's ridiculous."
Ses05F_script03_1_F033,neu,you knew there was nothing.,Ses05F,You know nothing.
Ses05F_script03_1_M000,hap,good god.,Ses05M,Good God.
Ses05F_script03_1_M001,hap,i wonder.,Ses05M,I'm wondering.
Ses05F_script03_1_M005,hap,hello? hello? what? wrong number.,Ses05M,"Hey, hey, hey. What? Wrong number."
Ses05F_script03_1_M007,hap,with the most perfect poise.,Ses05M,With the perfect softness.
Ses05F_script03_1_M011,hap,"what does it all mean? that's what i asked myself in my ceaseless quest for ultimate truth. dear god, what does it all mean?",Ses05M,What does that mean when I am constantly pursuing the ultimate truth?
Ses05F_script03_1_M013,hap,"all the futile mortals who try to make life unbearable. laugh at them. be flippant. laugh at everything, all their sacred shibboleths. flippancy brings out the acid in their damned sweetness and light.",Ses05M,"The humans who try to make life unbearable, laugh at them, laugh at them, laugh at them, laugh at them, laugh at everything."
Ses05F_script03_1_M014,hap,certainly you must. we're figures of fun alright [laughter].,Ses05M,"We're interesting numbers good, [ laughter ]."
Ses05F_script03_1_M015,hap,who knows?,Ses05M,Who knows?
Ses05F_script03_1_M016,hap,"no, that fire will fade along with our passion.",Ses05M,"No, the flame will fade with our passion."
Ses05F_script03_1_M017,hap,it all depends on how well we played.,Ses05M,It all depends on how well we fight.
Ses05F_script03_1_M018,hap,"yes, yes, with all his might.",Ses05M,"Yes, yes, as much as he can."
Ses05F_script03_1_M019,hap,"no, no it isn't. death is very laughable. come such a cunning little mystery all done with mirrors.",Ses05M,"No, no, no. Death is ridiculous."
Ses05F_script03_1_M020,hap,"no, so is everyone else in the long run. let's be superficial and pity the poor philosophers. let's blow trumpets and squeakers and --",Ses05M,"No, in the long run, the same goes for the rest of us. Let's be superficially sympathetic to poor philosophers."
Ses05F_script03_1_M021,hap,enjoy the party as long as we can like very little quite idiotic schoolchildren. [garbage] let's savor the delight of the moment.,Ses05M,"Enjoy the party, as long as we can like very small pretty idiotic schoolchildren. [ Trash ] Let's enjoy this moment."
Ses05F_script03_1_M022,hap,"darling, come here and kiss me before your body rots and worms pop in and out of your eye sockets.",Ses05M,"Honey, come and kiss me before your body rots."
Ses05F_script03_1_M024,hap,do you remember that awful scene we had in venice?,Ses05M,Do you remember that horrible scene we had in Venice?
Ses05F_script03_1_M025,hap,the one where you bought that little painted wooden snake and put it on my bed.,Ses05M,"That little wooden snake you bought, put it in my bed."
Ses05F_script03_1_M026,hap,"horrible thing, i hate it.",Ses05M,"Horrible thing, I hate it."
Ses05F_script03_1_M027,hap,how long did that row last?,Ses05M,How long will that platoon last?
Ses05F_script03_1_M028,hap,the worst one was in cannes when your curling irons burnt a hole in my new dressing gown.,Ses05M,The worst part is in the can when your curly hair iron burns a hole in my new pajamas.
Ses05F_script03_1_M029,hap,"oh, that was quite a rouser, wasn't it?",Ses05M,"Oh, it's quite exciting, isn't it?"
Ses05F_script03_1_M030,neu,"oh, i didn't hit you very hard.",Ses05M,"Oh, I didn't hit you very hard."
Ses05F_script03_1_M031,hap,[laughter] i shall never forget his face.,Ses05M,I'll never forget his face.
Ses05F_script03_1_M032,hap,"oh, we were very much younger then.",Ses05M,"Oh, we were much younger then."
Ses05F_script03_1_M033,hap,"oh, as a matter of fact, the real cause of that row was peter burden.",Ses05M,"In fact, the real reason for that was Peter's burden."
Ses05F_script03_2_F000,neu,you knew there was nothing in that.,Ses05F,You know there's nothing in there.
Ses05F_script03_2_F001,neu,only a trivial little broach.,Ses05F,Just a little bit of a problem.
Ses05F_script03_2_F003,neu,you worked the whole thing up in your jealous imagination.,Ses05F,You did the whole thing with a jealous imagination.
Ses05F_script03_2_F004,neu,"maybe just a little, but--",Ses05F,"Maybe just a little bit, but..."
Ses05F_script03_2_F005,neu,and what of it?,Ses05F,So what?
Ses05F_script03_2_F006,neu,"well, i- he got a lot of pleasure out of it and it didn't hurt me.",Ses05F,"Well, I--he had a lot of fun coming out of it, and it didn't hurt me."
Ses05F_script03_2_F010,neu,i don't see why you want any. you've already had three glasses.,Ses05F,I don't know why you want it. You've had three cups.
Ses05F_script03_2_F011,neu,"well, it seems silly to go on and on in such a thing.",Ses05F,"Well, it seems silly to come and go on and on in such a thing."
Ses05F_script03_2_F012,neu,it's becoming a habit with you.,Ses05F,You're used to it.
Ses05F_script03_2_F014,neu,just making myself fascinating for you.,Ses05F,Just make myself fascinated for you.
Ses05F_script03_2_F018,ang,"um, it doesn't seem to have worked such wonders with you.",Ses05F,"Well, it doesn't seem to work like a miracle with you."
Ses05F_script03_2_F019,ang,"adder don't snap, they sting.",Ses05F,The attachments don't break. They hurt.
Ses05F_script03_2_F020,ang,they sting.,Ses05F,They're in so much pain.
Ses05F_script03_2_F021,ang,"i don't care if they bark and roll around like hoops, okay.",Ses05F,"I don't care if they're barking like circles, okay?"
Ses05F_script03_2_F022,neu,"yes, i did quite a bit.",Ses05F,"Yeah, I did quite a lot."
Ses05F_script03_2_F023,ang,mind your own business.,Ses05F,Mind your own business.
Ses05F_script03_2_F024,ang,"oh dear, you really are becoming quite insufferable. i would imagine it's because you're drunk.",Ses05F,"Oh, honey, you're really getting pretty unbearable."
Ses05F_script03_2_F027,ang,"not very funny, dear, you better have some more brandy.",Ses05F,"It's not funny, honey. You'd better have some more brandy."
Ses05F_script03_2_F029,ang,why?,Ses05F,Why?
Ses05F_script03_2_F030,ang,there aren't any people upstairs; it's a photographer's studio.,Ses05F,There's no one upstairs. It's the studio.
Ses05F_script03_2_F031,ang,they're away in tunis.,Ses05F,They're going to Tunisia.
Ses05F_script03_2_F032,ang,turn it on again.,Ses05F,Reopen it.
Ses05F_script03_2_F033,ang,"fine, if you insist on being completely insolent.",Ses05F,"Fine, if you insist on being completely rude."
Ses05F_script03_2_F034,ang,"well, do try to control yourself darling.",Ses05F,"Try to control yourself, dear."
Ses05F_script03_2_F035,ang,you really do need to develop uh a clearer head.,Ses05F,You really need to develop uh a clearer mind.
Ses05F_script03_2_F036,ang,i- i hate you.,Ses05F,I hate you. I hate you. I hate you.
Ses05F_script03_2_F037,ang,i hate you.,Ses05F,I hate you.
Ses05F_script03_2_F038,ang,"no, no. i'm tired of listening to you. you're boorish and idiotic and completely overbearing.",Ses05F,"No, no, I'm tired of listening to you. You're rude, stupid, completely narcissistic."
Ses05F_script03_2_F039,ang,"yeah, very amusing. let me go. i'm getting out of here. i can't believe i intended to marry you.",Ses05F,Let me go. I'm getting out of here. I can't believe I'm gonna marry you.
Ses05F_script03_2_F040,ang,"oh, marry you again? i must have been insane. what was i thinking? i mean, you're completely outrageous.",Ses05F,"Oh, marry you again. I must be crazy. What am I thinking?"
Ses05F_script03_2_F041,ang,beast; brute; cad; whore,Ses05F,Beasts; Beasts; Beasts; Beasts; Beasts; Beasts; Bodies; Prostitutes
Ses05F_script03_2_M004,ang,"you must admit that he was in love with you, wasn't he?",Ses05M,"You must admit he's in love with you, don't you?"
Ses05F_script03_2_M005,ang,you let him kiss you. you said you did.,Ses05M,You told him to kiss you. You said you kissed.
Ses05F_script03_2_M008,ang,"well, that's a nice point of view i must say.",Ses05M,"Well, that's a good point I have to say."
Ses05F_script03_2_M009,neu,"so am i, bored stiff. would you like some brandy?",Ses05M,"So, I'm bored."
Ses05F_script03_2_M010,neu,i'll have a little i think.,Ses05M,"I'll have a little bit, I think."
Ses05F_script03_2_M013,ang,you needn't be so grand simply because you don't happen to want any at the moment.,Ses05M,You don't need to be so tall because now you don't want anything.
